;V1;V2;;;;
1;-88,73005746;88,73005746;;;;
2;-89,78415777;89,78415777;;;Risk;Profit
3;-91,52807246;91,52807246;;Mean;-161,1987966;161,1987966
4;-90,25720616;90,25720616;;Varians;4821,5711;4821,5711
5;-87,70603626;87,70603626;;;;
6;-87,92004184;87,92004184;;;;
7;-85,38636598;85,38636598;;;;
8;-90,50870221;90,50870221;;;;
9;-142,2455185;142,2455185;;;;
10;-158,9386412;158,9386412;;;;
11;-132,0526076;132,0526076;;;;
12;-122,0720081;122,0720081;;;;
13;-112,4024264;112,4024264;;;;
14;-104,8017226;104,8017226;;;;
15;-95,19599811;95,19599811;;;;
16;-94,00221494;94,00221494;;;;
17;-88,46588908;88,46588908;;;;
18;-99,03090646;99,03090646;;;;
19;-95,62578425;95,62578425;;;;
20;-91,74002605;91,74002605;;;;
21;-88,46584999;88,46584999;;;;
22;-86,38817187;86,38817187;;;;
23;-89,19088233;89,19088233;;;;
24;-83,45772406;83,45772406;;;;
25;-82,8113901;82,8113901;;;;
26;-82,44195641;82,44195641;;;;
27;-82,58720928;82,58720928;;;;
28;-106,4894278;106,4894278;;;;
29;-111,3429005;111,3429005;;;;
30;-97,3689549;97,3689549;;;;
31;-93,4260449;93,4260449;;;;
32;-87,01313664;87,01313664;;;;
33;-85,02595343;85,02595343;;;;
34;-83,81310986;83,81310986;;;;
35;-82,79550917;82,79550917;;;;
36;-87,69534626;87,69534626;;;;
37;-97,7775036;97,7775036;;;;
38;-91,62717936;91,62717936;;;;
39;-85,54323175;85,54323175;;;;
40;-84,78652643;84,78652643;;;;
41;-81,70229546;81,70229546;;;;
42;-81,20492897;81,20492897;;;;
43;-83,79810299;83,79810299;;;;
44;-84,41836922;84,41836922;;;;
45;-95,9262379;95,9262379;;;;
46;-94,08815351;94,08815351;;;;
47;-116,1837091;116,1837091;;;;
48;-112,9033911;112,9033911;;;;
49;-90,59951584;90,59951584;;;;
50;-87,27541477;87,27541477;;;;
51;-84,08169719;84,08169719;;;;
52;-83,54096228;83,54096228;;;;
53;-81,38080859;81,38080859;;;;
54;-81,36812108;81,36812108;;;;
55;-87,0834213;87,0834213;;;;
56;-82,82965495;82,82965495;;;;
57;-83,78621873;83,78621873;;;;
58;-83,42691412;83,42691412;;;;
59;-95,38155283;95,38155283;;;;
60;-94,09095014;94,09095014;;;;
61;-88,43545432;88,43545432;;;;
62;-106,5129355;106,5129355;;;;
63;-104,3726631;104,3726631;;;;
64;-98,84594997;98,84594997;;;;
65;-111,126204;111,126204;;;;
66;-100,977426;100,977426;;;;
67;-92,32590073;92,32590073;;;;
68;-108,6676649;108,6676649;;;;
69;-100,1860119;100,1860119;;;;
70;-88,51202477;88,51202477;;;;
71;-89,57264024;89,57264024;;;;
72;-95,05742212;95,05742212;;;;
73;-89,9578894;89,9578894;;;;
74;-90,62404638;90,62404638;;;;
75;-100,6898003;100,6898003;;;;
76;-97,68251312;97,68251312;;;;
77;-90,2063654;90,2063654;;;;
78;-84,55176333;84,55176333;;;;
79;-80,71758082;80,71758082;;;;
80;-81,18556562;81,18556562;;;;
81;-80,02573877;80,02573877;;;;
82;-77,36581476;77,36581476;;;;
83;-76,67423377;76,67423377;;;;
84;-75,70980092;75,70980092;;;;
85;-78,6708572;78,6708572;;;;
86;-82,39532259;82,39532259;;;;
87;-85,10314458;85,10314458;;;;
88;-80,56830368;80,56830368;;;;
89;-77,16309368;77,16309368;;;;
90;-76,21995382;76,21995382;;;;
91;-74,55519806;74,55519806;;;;
92;-80,51943536;80,51943536;;;;
93;-83,50578329;83,50578329;;;;
94;-121,317878;121,317878;;;;
95;-124,0834697;124,0834697;;;;
96;-97,09455955;97,09455955;;;;
97;-86,95359988;86,95359988;;;;
98;-87,60753358;87,60753358;;;;
99;-86,95222135;86,95222135;;;;
100;-83,91358274;83,91358274;;;;
101;-81,16515162;81,16515162;;;;
102;-81,63059386;81,63059386;;;;
103;-80,15167521;80,15167521;;;;
104;-81,17152063;81,17152063;;;;
105;-130,7546445;130,7546445;;;;
106;-233,2292877;233,2292877;;;;
107;-203,3689582;203,3689582;;;;
108;-144,8395262;144,8395262;;;;
109;-110,6528976;110,6528976;;;;
110;-91,58560835;91,58560835;;;;
111;-84,61354193;84,61354193;;;;
112;-79,52234309;79,52234309;;;;
113;-80,14146765;80,14146765;;;;
114;-118,8134631;118,8134631;;;;
115;-101,0210485;101,0210485;;;;
116;-85,97453289;85,97453289;;;;
117;-93,56257045;93,56257045;;;;
