"","pval1","pval2","pval3","pval4"
"296",1.13425734446829e-87,1.7911810818717e-104,2.07330894341178e-101,5.65149094275835e-100
"297",1.07903671537675e-87,1.78902540874771e-104,1.77682286795862e-101,5.74169952287553e-100
"298",9.08848188720493e-89,1.538219748309e-105,4.17174255928984e-100,2.82549338503245e-99
"299",9.55187138263702e-89,1.62230962190565e-105,7.53331719529494e-100,3.68949973119176e-99
"300",8.11696192946768e-89,2.9613398522646e-105,8.11284898940327e-100,3.91479457026809e-99
"301",6.71816621207553e-89,6.36536162456961e-105,7.79416097311831e-100,3.938954695308e-99
"302",5.32626904358278e-89,5.47389400443906e-105,4.36068221227613e-100,5.08416798705117e-99
"303",4.42297765133465e-89,2.94916913440716e-105,3.36854060623861e-100,3.17989671401539e-99
"304",4.63411134885022e-89,2.94208167495048e-105,1.83537444570812e-100,4.50584821236209e-99
"305",1.09435198496372e-88,2.53396958715882e-105,5.17532546700582e-101,1.7083390402944e-99
"306",8.10526106763067e-89,1.05353038014571e-105,3.55668343692317e-101,1.45971530604808e-99
"307",2.19816774925172e-88,1.06370858481613e-105,4.58446206254463e-101,4.05186179243201e-99
"308",4.89956216142693e-88,1.77793883621311e-105,9.473177392528e-101,8.69611916704196e-99
"309",4.23011743084676e-88,1.65156535384414e-105,6.96921363322604e-101,7.85735981150222e-99
"310",4.2033505923458e-88,1.67449432399621e-105,1.0421369653592e-100,1.35810521762022e-98
"311",4.47380943537177e-88,1.4837052977818e-105,7.5912106652408e-101,9.76662924066788e-99
"312",4.09534330321293e-88,1.74743348193292e-105,7.40492267277981e-101,7.23788784224517e-99
"313",2.74949368856863e-88,1.02973747822346e-105,5.79382946582048e-101,7.31345894864289e-99
"314",2.21728152786465e-88,6.91706541626178e-106,4.64298124148554e-101,6.7978374305751e-99
"315",7.32786232682605e-89,2.29998878709564e-106,2.12518208158827e-101,1.11945035653228e-98
"316",6.30486693313863e-89,1.9125482288355e-106,7.12296561122061e-102,2.55050087568834e-98
"317",1.45961826843538e-88,1.68976113265424e-106,6.10557198264312e-102,2.34397899846684e-98
"318",8.10586328833876e-88,1.47542661834696e-106,3.43725091290581e-101,1.44775463812627e-97
"319",1.5836811504026e-87,1.27465250833456e-106,3.8534112270019e-101,1.67813024075911e-97
"320",1.79792278113341e-87,1.68138599904551e-106,2.27293895662596e-101,7.52468938091144e-98
"321",1.89007287764337e-87,2.01003998744534e-106,2.06495459086374e-101,6.89988146171027e-98
"322",2.06465557800524e-87,7.74938413079446e-107,6.93124285511846e-101,2.31116199566996e-97
"323",1.56859808349717e-87,5.48614835751728e-106,7.01055145471188e-101,3.12645980897012e-97
"324",1.81888985941498e-87,8.37493077024564e-106,7.28680452306684e-101,1.62244828117694e-97
"325",4.98292940925589e-87,7.06252952584292e-105,4.20844134702109e-100,1.28039418914122e-96
"326",3.8293697496289e-87,2.20034893177505e-104,4.32642213010139e-100,8.61389845817614e-97
"327",8.09344053408464e-87,1.31203954657727e-104,1.13430156241009e-100,6.25122408716799e-97
"328",5.28630205137237e-87,4.21602374763829e-104,9.1912096346178e-101,3.77788059077496e-97
"329",1.78691488215011e-87,1.76679095183706e-104,1.21101267700607e-101,3.2624113332771e-97
"330",2.68451209497967e-87,1.92301122821654e-104,1.30188500498294e-101,2.96078286189525e-97
"331",2.08404384981033e-87,1.10824264915123e-103,5.12827352967152e-102,1.04288492743135e-96
"332",3.0473622345733e-87,6.42466512637995e-104,3.11601291599739e-102,1.47548960005629e-96
"333",3.52860916407874e-87,9.64053369043719e-104,3.3218327257701e-102,1.25886949022091e-96
"334",5.06582886643702e-87,6.92655702475848e-105,6.00126523861132e-102,2.0278809375817e-96
"335",1.34156740310754e-86,4.89558587211502e-105,7.75215655405663e-102,2.34453268210675e-96
"336",1.33680646511393e-86,9.80464265560957e-105,6.4435471120548e-102,2.80109365133628e-97
"337",3.14843935535915e-86,7.32958607909711e-104,1.65684466948562e-101,6.83733910600291e-97
"338",3.56336252894242e-86,2.44736399369399e-102,1.6065926893608e-101,9.36270055599266e-97
"339",4.43605756007515e-86,3.29107071896298e-102,1.54688052769388e-101,1.32140427263697e-96
"340",1.68230879782791e-86,3.51941663179814e-102,1.78645033166827e-101,2.67905051215133e-98
"341",1.07238529684926e-86,7.43486655637112e-102,5.98837973562208e-101,1.36721651515267e-98
"342",8.5971472922939e-87,1.30694026680832e-101,4.36966652323791e-101,2.2301343063406e-97
"343",6.64427742462419e-87,1.92121696350944e-101,5.89441650846918e-101,3.21216517419541e-97
"344",6.73004649391863e-87,3.4923581962923e-101,5.6990036119812e-101,1.57693469621797e-97
"345",7.97125210248391e-87,3.57432171236264e-101,7.04322925071079e-101,1.52273332530503e-97
"346",3.92698128836135e-87,3.23455744949336e-101,3.28035053485622e-101,6.93674824274749e-98
"347",3.91017342722005e-87,2.67369915721466e-101,3.20184567909245e-101,5.74035862795477e-98
"348",3.70305550200286e-87,2.18106898453966e-101,2.04986129308749e-101,5.05643640661956e-98
"349",5.87275715126651e-87,2.82622909969844e-101,1.66128051934883e-101,5.95540116984e-98
"350",4.81263755168271e-87,9.29835230479264e-102,6.43939431840041e-102,2.53080954178691e-98
"351",5.13948964111962e-87,9.10062271915156e-102,4.42850678145889e-102,2.14532484123186e-98
"352",1.30190311968527e-86,7.69849653220498e-102,1.09669167831971e-101,2.18121319552886e-98
"353",1.2346924769102e-86,1.20487693945443e-101,9.80323041441453e-102,1.71525704221705e-98
"354",1.40252078963331e-86,1.62114565755268e-101,1.72135047718314e-101,1.94633273222342e-98
"355",1.38100438246239e-86,2.06429421779577e-101,2.85928865468431e-101,3.02064228516762e-98
"356",1.72283672271323e-86,4.62795102735535e-101,3.20015929900827e-101,2.88551130259058e-98
"357",9.76403034331178e-87,1.35247313526815e-100,4.87157891572064e-101,2.28851456502507e-99
"358",8.10136956623836e-87,1.21850389514794e-100,3.61053071961058e-101,1.28806334480902e-99
"359",5.08057589526214e-87,7.47834956905521e-101,2.22941850052382e-101,7.99299875336664e-100
"360",5.36711593099564e-87,6.96385589992932e-101,2.30057815437971e-101,7.59318947282371e-100
"361",3.68800514600058e-87,5.23648078373737e-101,1.66577322827079e-101,1.39064297454558e-99
"362",3.66857501986389e-87,5.23359880267761e-101,8.99375016565338e-102,5.21247299141921e-100
"363",1.48388367839653e-87,3.9552769756952e-101,5.35133033155433e-102,6.01520035314092e-101
"364",1.50931946150713e-87,3.37046087719933e-101,4.45284216247039e-102,5.00110879084296e-101
"365",1.53875952475458e-87,4.19079542332771e-101,1.54577803896137e-101,4.87317143813412e-101
"366",1.55560938901432e-87,3.97636576324666e-101,1.62846778014851e-101,3.79885294218933e-101
"367",1.3724459679219e-87,3.7128866546562e-101,7.28921281161013e-102,4.14938089796271e-101
"368",1.53618701240514e-87,3.11703542495667e-101,5.13329313778377e-101,3.4473494053007e-101
"369",1.28296643943724e-87,2.11510951097253e-101,5.25394015076779e-101,2.45139763604195e-101
"370",1.0796498752821e-87,1.96605281530035e-101,5.50565707032133e-101,2.36530435099526e-101
"371",1.75639197157069e-87,1.14324695891062e-101,2.30857926589027e-101,5.0046167619017e-102
"372",2.68121845811549e-87,1.2258576516028e-101,1.74177705383028e-101,3.74897213560599e-102
"373",1.1596599224084e-87,2.53649338443585e-101,1.88672412383062e-101,3.2241477904952e-102
"374",3.21915647967169e-87,7.59694710750753e-101,2.42827079671664e-101,1.93205451094147e-102
"375",1.2615629340925e-86,5.46221467776695e-101,1.30001195207528e-101,5.21392379114428e-103
"376",5.60864894644916e-86,5.26828552629772e-101,1.573873837868e-101,7.28307907672064e-103
"377",7.93533817619853e-86,5.69215953807504e-101,8.89552609386929e-102,6.05056135301983e-103
"378",1.35129137420514e-85,5.72488759999502e-101,6.90081687874204e-102,6.66064624926306e-103
"379",1.58485599714088e-85,2.62470944737201e-100,1.38183612792457e-101,7.32048012255648e-103
"380",2.23594171695958e-85,3.71477058369457e-100,1.27019128027892e-101,2.05771602357816e-102
"381",1.50287217814208e-84,7.36715610060105e-101,1.95174855163274e-102,4.44576573917318e-103
"382",1.95096306258733e-84,4.94641610748205e-101,2.22175311289984e-102,4.37185743999115e-103
"383",1.44073873770008e-83,4.43972105410114e-100,9.01401272584512e-102,6.47173129186824e-102
"384",2.22681513859287e-83,4.39182743357573e-100,1.60693540607907e-101,8.16878686375476e-102
"385",4.47207788218767e-83,2.07307306809612e-90,1.86228882937463e-101,1.05592020820069e-101
"386",2.25284540047457e-83,2.34980045352319e-90,2.17470339379262e-101,1.98237303509348e-101
"387",2.03521067573293e-83,2.20399296051909e-90,1.81101923881698e-101,5.18242041600397e-102
"388",2.65749508645187e-83,1.60049250910625e-90,1.20870861904654e-101,4.47622881998401e-102
"389",2.70572013259949e-83,1.5769719515305e-90,2.24505063633249e-101,4.14461425413796e-102
"390",3.2392797321111e-83,1.84256353012434e-90,2.54903742681853e-101,4.82349252472304e-102
"391",3.20193284717209e-83,1.42192278576523e-90,2.7126382203995e-101,4.71122073312182e-102
"392",1.81219680840876e-83,7.1988931300996e-91,1.78695010385868e-101,1.45893855041477e-102
"393",1.79301675308192e-83,8.65196388565035e-91,1.9795999702884e-101,1.17468319740829e-102
"394",1.74725603631601e-83,8.50452987742825e-91,2.47254662954573e-101,6.46724749801905e-103
"395",8.05970707329661e-84,1.12855891277417e-84,9.78353374486966e-101,7.68289926356171e-103
"396",6.31499004415802e-84,1.26171435735735e-84,7.96920121368197e-101,5.92788259715302e-103
"397",9.63696517441318e-84,1.17289588313012e-84,2.93973390128794e-100,5.67642395668904e-103
"398",9.09577424175297e-84,1.38022278586262e-84,3.63241488757984e-100,7.02655656774487e-103
"399",8.95724939935574e-84,2.64648480787636e-84,2.8550800251673e-100,1.0204473419914e-102
"400",8.53492338891934e-84,2.5098634101857e-84,3.34818382888394e-100,9.71142785428007e-103
"401",8.59051233507811e-84,2.572539454704e-84,3.45717066647564e-100,8.35593433940418e-103
"402",9.98846847084646e-84,4.07093997742118e-84,8.51333244320999e-100,8.03199939662287e-103
"403",4.51020952388614e-83,5.3576249382414e-84,1.25702267149572e-99,6.43472739649353e-103
"404",2.91768451266735e-83,5.69217574247632e-84,4.02645518287389e-100,4.75002505651275e-103
"405",2.17644690930643e-83,5.30946717861602e-84,3.30367144198349e-100,5.15789951866975e-103
"406",2.09501092498179e-83,9.10263227174322e-84,4.16264479328265e-100,8.86872866930229e-103
"407",2.05831449743482e-83,9.10263227174374e-84,5.13107189769262e-100,7.59636255369971e-103
"408",2.12191946963653e-83,3.10547778207619e-84,2.99799704636639e-100,5.35913384216127e-103
"409",2.29171033567794e-83,3.14086856565807e-84,3.37891262222979e-100,1.62542500724477e-103
"410",2.13583619892797e-83,4.0722197142714e-84,4.1202150611915e-100,8.48923596668923e-104
"411",1.24069052418446e-83,1.32588596274454e-84,2.39873453308721e-100,6.38802936561697e-104
"412",1.45329324968783e-83,4.10078166601857e-84,2.18452720534216e-100,8.5428375824533e-104
"413",1.44504812203402e-84,8.83475866174133e-84,1.4210523380719e-100,5.11380183165918e-104
"414",1.80999924102816e-84,8.24699495220719e-84,1.280568294443e-100,8.29361079670231e-104
"415",3.0901071252013e-85,1.2953039563156e-84,5.74417728008164e-101,1.62081092172044e-104
"416",2.93683283807342e-85,1.29722520423117e-84,9.05292286532429e-101,1.72408764134919e-104
"417",1.91557652962859e-85,1.228960326242e-84,5.88869238129302e-101,8.03500050359644e-105
"418",1.34165463254041e-85,1.19107031271353e-84,6.79455611894706e-101,3.44534619368243e-103
"419",1.59940662662221e-85,1.44133588579483e-84,5.26548146092504e-101,5.68603576096769e-103
"420",1.7570338089648e-85,1.05607963402064e-84,3.57297623874097e-101,9.64883660853943e-103
"421",1.33435336548782e-85,1.11061612895203e-83,8.92147777355206e-101,3.94563537900639e-103
"422",1.96251603547516e-85,1.3964305508648e-83,1.0447250301332e-100,9.36122413511504e-103
"423",7.39170472200094e-85,1.55723396763857e-83,9.33390022737384e-101,1.18006925436617e-101
"424",7.72589476953756e-85,1.71435588920212e-83,1.06612100276679e-100,3.29619941948816e-101
"425",2.91319867186528e-85,3.29319204579775e-83,1.164477685444e-100,9.38449241768016e-101
"426",4.47973726992533e-85,2.18463428386332e-83,9.74679779173685e-101,1.31951231591835e-100
"427",4.4660400211821e-85,1.67107870154078e-83,8.82383004029878e-101,1.12793275844129e-100
"428",2.26237202651662e-85,1.70250647443866e-83,7.54122367526043e-101,3.63549263897389e-100
"429",1.84881701193176e-85,1.45967705542079e-83,1.06067930583944e-100,3.24568447334111e-100
"430",1.54976138923535e-85,1.23680690797314e-83,7.03321185759758e-101,5.46954287564405e-100
"431",9.54606365341441e-86,1.49198364959903e-83,2.90854647150155e-101,2.31515963653158e-99
"432",4.49884538810992e-86,1.14800973977982e-83,1.82497069664362e-101,4.34397646922309e-99
"433",3.30532208719633e-86,1.2859709076029e-83,1.32683875757648e-101,3.18874358295694e-99
"434",2.26712107880069e-86,9.55347177128502e-84,7.56495155397317e-102,1.42413389113252e-99
"435",2.27013347379925e-86,1.59975145196615e-83,7.1813795313544e-102,1.73956599443071e-99
"436",1.5457005285197e-86,1.49457277069314e-83,7.78520182863014e-102,1.34931029249114e-99
"437",1.16224515602426e-86,1.27157899700715e-83,4.07564339503658e-101,8.90906513893049e-100
"438",9.35111547649955e-87,1.01711159320174e-83,2.0339489229398e-100,6.60108537168298e-100
"439",1.12680294288244e-86,1.05675589171853e-83,1.20729825296955e-99,4.05333560872312e-100
"440",8.12026985965462e-87,1.15355554884511e-83,6.40801176327887e-100,2.62458917036919e-100
"441",5.1018663812755e-87,2.08434953851076e-83,8.89472869731535e-100,2.38011316726091e-100
"442",7.49160980939954e-87,2.2922638393245e-83,1.86792218210931e-99,1.88657473287523e-100
"443",1.06931872440969e-86,3.50788836373533e-83,1.9224062932618e-99,1.30216992940501e-100
"444",1.11313156657635e-86,3.30566362818735e-83,1.96185038157963e-99,1.05060149581769e-100
"445",1.346473742802e-86,3.44594917002279e-83,1.24977424317493e-99,9.34767634213982e-101
"446",8.5691833032464e-87,2.0432162122655e-83,6.96942970910669e-100,8.4278798589062e-101
"447",7.16299226294482e-87,2.12923945734729e-83,9.57114481198041e-100,1.68127609507907e-100
"448",1.00666742335957e-86,1.76263914347849e-83,9.48972561792383e-100,1.58185493064865e-100
"449",1.29689329068502e-86,3.64676778545019e-83,1.58656990588497e-99,2.15789281285164e-100
"450",2.07046973602629e-86,4.00137847475308e-83,3.24785954430519e-99,2.06844601903755e-100
"451",7.11341165173796e-87,7.46098533786955e-83,4.10121585192551e-100,4.97816789788323e-102
"452",5.53338790612612e-87,8.29772935804611e-83,3.18151184962492e-100,4.08265565968664e-102
"453",2.71319965045506e-87,4.94007725614816e-83,1.93492970939842e-100,2.45385145075404e-102
"454",2.4049131794802e-87,4.48984543927576e-83,2.67724412482402e-100,3.13405730863861e-102
"455",9.88727463638459e-88,2.76713285512243e-83,2.07269915993754e-100,8.56213101769429e-103
"456",6.9563045603131e-88,2.5833657442567e-83,1.50084889201666e-100,7.26623991180839e-103
"457",6.95580612089649e-88,2.4159162017753e-83,1.63197813371997e-100,9.69981447204434e-103
"458",1.01178647943155e-87,1.60473061165421e-83,1.15585937891842e-100,7.92114800853869e-103
"459",1.34650723991202e-87,1.80061136958102e-83,2.09967421829349e-100,2.96371782815955e-102
"460",3.79741884041677e-87,2.59596067516165e-83,2.03657280131921e-100,4.4934882990401e-102
"461",4.13757255934563e-87,3.1163216276715e-83,2.16923357540432e-100,2.69357556514631e-102
"462",5.94860959419464e-87,3.10321976774235e-83,2.87431822758439e-100,3.0044509902393e-102
"463",8.0912853874091e-87,3.26996449064048e-83,7.4174653768169e-100,5.05384616846502e-102
"464",5.8613634326301e-87,2.35894715004892e-83,8.75553209822056e-100,3.77612415688195e-102
"465",5.70838964840975e-87,2.03518285996318e-83,8.96546409839482e-100,3.57039565899632e-102
"466",3.87507563468335e-86,3.76678299889168e-83,2.00695379512921e-99,3.80874245247285e-102
"467",2.5509927920168e-86,6.34960525485953e-83,2.4607235935731e-99,6.08400684028601e-102
"468",5.62665180628762e-86,1.64346161554545e-82,2.81548378032578e-99,2.00003366619701e-102
"469",4.58322130850607e-86,1.38422978836939e-82,2.34719207977732e-99,1.8737889400935e-102
"470",5.74318496196925e-86,1.34991666593788e-82,2.34570194938688e-99,1.63500723372414e-102
"471",3.76233589118654e-86,1.76796275111794e-82,2.93756192327028e-99,1.6956750673078e-102
"472",4.15622314186058e-86,9.4493854456289e-83,3.08208234929688e-99,1.80360462164382e-102
"473",4.41370031168184e-86,9.08319321607671e-83,2.67310203521853e-99,2.71326269665006e-102
"474",5.0706997642794e-86,9.23561034319536e-83,1.33737923931488e-99,2.51313175448035e-102
"475",5.19953540141766e-86,1.02501486435957e-82,1.29542852000848e-99,2.53216707038988e-102
"476",1.98272621625547e-69,7.68500733700031e-80,4.16421449798241e-81,4.84505313461895e-84
"477",3.58544004116355e-69,1.03408516117985e-79,1.21807099102262e-80,9.35654366950723e-84
"478",3.54331181930828e-69,1.39371231954111e-79,1.09997066257377e-80,9.72114942333035e-84
"479",3.40588543641814e-69,1.80988033781025e-79,2.1775393788931e-80,8.77377277196737e-84
"480",1.26059792785814e-69,3.0115985865287e-79,3.81072001298002e-80,1.82029631270754e-83
"481",1.19709373564007e-69,7.27637974340356e-79,1.69553150286153e-80,1.33466755668338e-83
"482",9.02291592210206e-70,1.83176404016448e-78,2.76737427088902e-80,1.25298471423869e-83
"483",7.84582342210537e-70,1.39871960874474e-78,2.54174675000369e-80,9.60019650872921e-84
"484",5.37553569494683e-70,6.99611165560629e-79,1.65402109146769e-80,6.66634100121619e-84
"485",6.02500232409062e-70,6.75324426611133e-79,1.52633016679218e-80,5.87112126891909e-84
"486",4.37618419891089e-70,5.90724714477858e-79,1.28399112581202e-80,1.15048965912114e-83
"487",4.20201724135263e-70,5.49701843819107e-79,1.5656963944205e-80,1.22267011900074e-83
"488",2.33087908434715e-70,4.09428284556775e-79,9.01773736602876e-81,3.9930081120901e-84
"489",2.54762967260757e-70,4.24892452625879e-79,1.09509731490954e-80,5.29037853992177e-84
"490",2.63920913181385e-70,5.30333606889572e-79,3.10632905655439e-80,2.97294906100914e-84
"491",3.0050328622172e-70,4.57406592194309e-79,4.02509177858818e-80,3.82970125045539e-84
"492",3.37922607940346e-70,5.12495294047568e-79,5.94591576821442e-80,1.97669928249055e-84
"493",3.05966529440886e-70,4.72074849508861e-79,3.07118477744272e-79,2.85478820350196e-84
"494",2.62822145306927e-70,3.07565264743406e-79,2.90150595458456e-79,2.44091862325195e-84
"495",2.72445625516215e-70,3.1526668669442e-79,3.57619709528439e-79,2.53812294458524e-84
"496",4.3839795184502e-70,2.34920638543274e-79,3.75190477546128e-79,2.38248429938982e-84
"497",5.71896562722487e-70,2.60215492663029e-79,2.49948381314157e-79,2.25257082365244e-84
"498",6.24847249716509e-70,5.40904550301253e-79,1.24898977937617e-79,1.67520164414345e-84
"499",1.4533026870017e-69,7.32789474320685e-79,1.71447268472424e-79,1.50132341726253e-84
"500",5.4505733893288e-69,5.19050439518943e-79,8.06624051784898e-80,8.96909283189027e-85
"501",2.04383118651145e-68,4.21901793133131e-79,6.75960314042081e-80,1.06235265499225e-84
"502",2.67101386829585e-68,7.22371504165436e-79,4.7545123933939e-80,9.13385027282149e-85
"503",4.40561148872864e-68,9.48335010551413e-79,2.46603895354354e-80,8.01126001356564e-85
"504",8.36787907214974e-69,5.60882142055808e-78,6.41165819130452e-80,6.83044292631301e-84
"505",1.3694684982469e-68,9.26302881424908e-78,4.90408323003477e-80,2.43833849593951e-83
"506",8.30334879494528e-68,2.37507504807138e-78,2.15913753133702e-80,1.21983818939386e-83
"507",1.00284473892868e-67,2.19076225452286e-78,2.75657374098539e-80,1.38783886065482e-83
"508",8.00697988796313e-67,6.00891422494054e-78,2.18223468380072e-80,5.03846521317948e-83
"509",8.68123865006845e-67,4.08968134328184e-78,2.63578469110275e-80,5.60706289662999e-83
"510",8.27387131126757e-67,6.60067890984395e-70,2.60312264081133e-80,6.35562783153537e-83
"511",1.094673182255e-66,5.3259341398799e-70,2.6538590789636e-80,8.93692937084373e-83
"512",1.07717651279636e-66,5.01703348741952e-70,2.59330034994676e-80,1.03813047264373e-82
"513",1.40984606253173e-66,3.6423887790532e-70,1.76015145274609e-80,1.01937311311661e-82
"514",8.96420715849503e-67,4.16673676247338e-70,2.21102642081081e-80,8.9726653502579e-83
"515",1.57662984757553e-66,4.2887404127679e-70,1.71839852051977e-80,7.7794846014534e-83
"516",1.09697833676252e-66,2.8248198550708e-70,1.35181843226528e-80,7.67003873527663e-83
"517",8.59696720933556e-67,1.25735930474231e-70,6.04445779918433e-81,1.17595075430086e-83
"518",5.86959907664385e-67,1.68023817901843e-70,7.19796117342194e-81,5.53005644753268e-84
"519",5.58330598108602e-67,1.59290658195495e-70,8.90132304123798e-81,3.73786457166002e-84
"520",2.83599897612214e-67,1.47736824153265e-65,2.25507238105426e-80,4.13536177320888e-84
"521",2.11769255606131e-67,2.08771805288969e-65,2.26620550947e-80,4.13536177320888e-84
"522",1.59851258478392e-67,1.72497049494692e-65,9.82807880382785e-80,2.32625209800014e-84
"523",9.25933690512796e-68,2.41917314953118e-65,1.22631305294024e-79,3.36756846665656e-84
"524",1.59527086941383e-67,2.11185156330734e-65,3.20361511319945e-79,7.19906307578282e-84
"525",1.45263016825125e-67,1.87210060032137e-65,3.17246192677268e-79,7.03560705921807e-84
"526",2.18322451183416e-67,9.76478164447519e-66,4.91086954060842e-79,1.94746102905706e-83
"527",3.05267659166564e-67,9.0658346039844e-65,5.60900340169761e-78,6.29532418630466e-83
"528",4.8126802951472e-67,1.45087705560703e-65,6.42862554765724e-78,3.30712683163254e-83
"529",1.16331162171667e-66,2.8482466604539e-65,1.15494373645609e-77,6.30830254662664e-83
"530",6.10951198757527e-66,4.31362080049747e-65,3.24679251627989e-77,6.40426557941901e-84
"531",8.93624062203225e-66,1.18378743123827e-64,1.48352587942113e-76,1.29288264527764e-83
"532",8.87910975539544e-66,1.19588536381158e-64,9.89307032112837e-77,9.35077020479718e-84
"533",4.56309369634584e-65,2.9395364190073e-64,5.69235079039129e-76,4.56350600417045e-83
"534",2.21866979571656e-62,1.55552169901474e-63,6.12106695759827e-72,6.38094625486161e-78
"535",3.548500339667e-62,3.45457033216503e-63,1.13314232238749e-71,2.75682847135909e-78
"536",1.82565981155993e-62,1.23980029060621e-63,7.24382160012875e-72,2.61545350917303e-78
"537",3.60630231011256e-61,2.71007603353088e-61,2.25414680726569e-70,1.26624645807831e-75
"538",1.11345277918523e-61,1.9092620833418e-61,4.40232867639221e-71,3.69577330179824e-76
"539",5.41974121506126e-64,1.920343951775e-60,4.81986633761309e-74,3.41499466788539e-76
"540",2.31102336734811e-62,7.37534494199507e-60,4.91773972418715e-72,1.04429622730101e-75
"541",3.52214669468995e-62,1.47796951008412e-59,3.86253155836475e-71,5.96165453580174e-75
"542",1.42792130357767e-60,1.23451024019799e-58,5.05933627127682e-70,2.97699772366211e-74
"543",1.69782474568695e-60,2.68884282268143e-60,1.84710366715786e-74,1.09723576523241e-76
"544",4.23547951829568e-59,1.41759481017822e-59,1.63958189890181e-73,4.85020645235877e-76
"545",1.22279202838836e-59,1.25357032722248e-59,8.97319675012553e-74,8.08979249383199e-76
"546",2.18598403498336e-52,2.01547685465704e-53,9.71265891691641e-70,2.27158379420762e-75
"547",3.31189380737843e-51,1.40806276484215e-51,1.3284029436183e-67,4.02351775220561e-73
"548",2.34446920691606e-51,1.00881273538904e-50,1.18597507717327e-66,3.20609410853827e-71
"549",8.05223793762431e-52,2.34514498076058e-51,5.68394414382563e-67,5.52435932280977e-71
"550",7.50327889317857e-52,3.41014149775542e-51,5.5512330067616e-67,2.51670578166616e-70
"551",2.20865282818393e-52,7.45698223772318e-52,8.74442526986408e-67,6.05113103539237e-70
"552",2.93528112919246e-52,4.64859628103552e-52,2.69679992166942e-66,1.31596237495515e-69
"553",3.79761054178095e-51,6.61429305016995e-52,1.8279920073856e-66,2.97533203350052e-68
"554",3.49042601042036e-51,4.36671495569088e-52,2.65514956343829e-66,1.48052449617261e-68
"555",3.1871211708177e-52,4.16673381617821e-51,3.01572063960061e-65,3.43046816044792e-67
"556",1.5657747829422e-52,4.72116618028579e-51,7.26739248199167e-66,1.36608587517026e-66
"557",1.39960708505898e-52,4.92102650912915e-51,6.36932388978328e-66,1.0225200284268e-66
"558",5.23495008698982e-53,1.27605479730854e-50,4.84571352278749e-66,2.22393873475061e-66
"559",3.40880384853288e-53,2.06885715185562e-50,7.62332113281615e-66,1.81947426712982e-67
"560",3.22129868381799e-52,1.29279133580258e-49,1.66730249101031e-65,1.11316840227775e-66
"561",1.88832460294549e-51,1.56242564047392e-48,2.62575861746907e-65,2.12468590261896e-66
"562",1.60223969086912e-51,2.70704085102184e-48,1.01119393133225e-64,1.63012265638628e-66
"563",2.93558115589818e-51,3.29923169375028e-48,2.86384778899205e-64,2.01314380371433e-66
"564",1.56241961532724e-51,4.52464655636627e-48,2.52154672858484e-63,7.77890085253255e-67
"565",1.21990907892972e-51,4.44787493182058e-48,2.53080354792564e-63,8.31753788596855e-67
"566",3.55921307782296e-51,1.45538451114935e-47,6.35962592687444e-63,2.19433462008945e-66
"567",3.71129489821455e-51,1.29185540340134e-47,2.1386187788599e-63,1.73654710141898e-66
"568",1.80537765631161e-51,1.1819454418844e-47,1.94366828740568e-63,1.5107846227696e-66
"569",1.65920383205974e-51,8.49498020740743e-48,2.57202240213387e-64,6.27231541568263e-67
"570",3.33800631699955e-50,3.38967757646268e-47,6.85290495767238e-63,9.6043529418497e-66
"571",3.42875074729863e-51,3.37419373887374e-47,1.71669302880818e-62,2.08744414652807e-65
"572",4.01857292896253e-51,3.14541872520742e-47,1.20101790167944e-62,1.94692238724555e-65
"573",3.00543676806817e-51,2.43393618883525e-47,1.02780939316943e-62,1.40971930610974e-65
"574",2.41872182358674e-51,2.48818859250368e-47,8.79811347015915e-63,1.60075284412493e-65
"575",3.6182736849125e-51,2.57381704310115e-47,1.60711814655943e-62,1.22752602154613e-65
"576",1.74037794398538e-51,6.27617263974371e-47,3.63662321711798e-63,1.70315272023168e-66
"577",1.46797403668265e-51,7.28817114347192e-47,2.54636858491821e-63,6.54646801365287e-67
"578",8.05083113939292e-52,6.21826348943537e-47,1.36155485056715e-63,4.01885254213768e-67
"579",6.01521493085013e-52,4.2165818295388e-47,1.05936180162437e-63,1.30525672086902e-67
"580",2.45190085264212e-52,1.58191779740634e-47,6.20560026257939e-64,6.03364229614326e-68
"581",5.97433823287589e-53,1.04810511414497e-47,7.22034976574274e-64,4.54462909424795e-68
"582",4.62958251237566e-53,7.41255982251888e-48,1.45128650486908e-64,4.78754443668098e-68
"583",1.81803218652628e-52,4.28871657207486e-48,5.0882128784722e-65,1.546429306168e-68
"584",2.12884059132167e-52,3.48222152913026e-48,1.10560690093645e-64,6.83762157108235e-68
"585",7.30941091726673e-52,8.95559201896683e-48,2.21498068333646e-64,6.56240204860955e-68
"586",1.72752856159805e-52,6.3859126305232e-48,6.67981696335061e-64,8.76705879256242e-68
"587",7.5728942884767e-52,2.37881992322433e-47,1.81365366420021e-63,1.62073307648158e-67
"588",1.15672630316699e-51,1.07900120071726e-48,1.59306041637135e-62,6.93553602904857e-67
"589",1.02311113074665e-51,1.26612732217264e-48,1.81375015814344e-62,5.952374824226e-67
"590",4.83560826517822e-52,1.2366397556632e-48,2.12894694197751e-62,6.00594682636563e-67
"591",1.13699542548154e-50,8.70970138756524e-48,3.43690195461205e-61,1.22443095735073e-66
"592",8.87718833821242e-51,1.6762579255089e-47,1.96944594500759e-61,9.62083277941156e-67
