"","pval1","pval2","pval3","pval4"
"593",1.83855858851234e-51,1.01440785563765e-46,1.65218085523763e-60,7.98659472658021e-66
"594",2.93802797239683e-51,1.21212538820827e-46,2.98280808644038e-60,8.72527421280464e-66
"595",3.26475907689106e-51,1.21956855017783e-46,2.10944199044554e-60,2.61235112073335e-66
"596",6.23242592203741e-51,2.49737916563461e-46,4.13178676981367e-60,4.24101116620151e-66
"597",1.30591956289786e-49,5.99623584321275e-45,8.94681421069908e-59,2.90325223714424e-64
"598",1.29980864982408e-49,5.39979573891105e-45,4.94672365500123e-59,3.95090040804231e-64
"599",2.61279270113803e-49,6.37313036454588e-45,6.27647639818891e-59,3.6775838529222e-64
"600",2.53261322860346e-49,8.22864128408727e-45,6.23945484738495e-59,3.88029397317006e-64
"601",2.02746076116628e-34,2.33013303911924e-43,2.8434511164785e-43,7.17384823558356e-48
"602",1.54149650676021e-34,4.12690203785481e-43,7.58104633188326e-43,1.36277680210465e-47
"603",2.19095723746101e-34,1.1581002501826e-42,1.54799409115939e-42,1.82899787351476e-47
"604",9.91095525430972e-35,1.84652886284924e-42,5.73504790648001e-42,3.83418404508281e-47
"605",6.61740235522009e-35,2.27101960781189e-42,8.767151263856e-42,7.42339776526532e-47
"606",5.60646560203437e-35,5.03124863699926e-42,8.66701125198542e-42,6.46112681851501e-47
"607",3.2316546250003e-35,1.46316839101172e-41,1.26612118804321e-41,9.13929217623142e-47
"608",2.1840732847874e-35,1.25665530054571e-41,1.11646370293831e-41,6.57767576539702e-47
"609",1.57200668426656e-35,4.83186072735649e-42,4.4076033803326e-42,3.8143849157763e-47
"610",1.74629582657158e-35,4.40718319117451e-42,4.86116729728552e-42,3.19106323907897e-47
"611",1.19249145278449e-35,3.21452797572051e-42,3.3875981539579e-42,6.57984172199339e-47
"612",1.04443951695038e-35,3.18907207197424e-42,5.93934616855892e-42,7.12308371026712e-47
"613",1.18284689479769e-35,7.42400271207646e-42,1.24237197959165e-41,4.2222804329984e-47
"614",1.03777884282946e-35,7.66950252118647e-42,1.08495972708345e-41,3.89347168395869e-47
"615",4.41605360535546e-36,9.596240684088e-42,3.48293549962754e-41,4.40782700567735e-47
"616",3.17654464206361e-36,1.09244315194151e-41,4.2705185488823e-41,5.06135328176287e-47
"617",3.22200346285094e-36,1.30287945605349e-41,5.99454544923359e-41,4.45799664707713e-47
"618",2.64918729400278e-36,1.10283160271546e-41,3.27825240041347e-40,7.06561862547471e-47
"619",2.20529097426463e-36,8.61104211309271e-42,2.97455347394685e-40,4.29959643480815e-47
"620",2.66178474143633e-36,8.55466000474305e-42,3.77071630643429e-40,4.19795721260581e-47
"621",2.77306542812555e-36,1.03705024529195e-41,3.56680113800897e-40,3.72655799570347e-47
"622",4.31554212065395e-36,1.70148576534173e-41,5.80599113442977e-40,5.67532836646355e-47
"623",3.8262517744324e-36,2.39964787341298e-41,3.01839522096731e-40,4.35330341316639e-47
"624",8.01273208639985e-36,6.51711040283897e-41,1.82544633582199e-40,5.61063371013262e-47
"625",4.8701490708823e-35,4.90505968624403e-41,1.2050236705281e-40,4.11337900675073e-47
"626",1.66541099322854e-34,5.50887108947713e-41,7.36852300343737e-41,6.24836570694037e-47
"627",1.58170183281616e-34,9.39868627859203e-41,5.26097163530155e-41,4.57571702013722e-47
"628",1.35693294393768e-34,7.73743321682697e-41,8.77944646583535e-42,1.14451371661005e-47
"629",1.34201821941448e-34,3.06757755364791e-40,7.66428609971051e-42,3.91976794246611e-47
"630",2.33920380517063e-34,2.24052403527686e-39,6.81132587670082e-41,2.95093338873583e-46
"631",1.95702957686755e-33,5.5479382381536e-40,2.29988190663214e-41,4.01200393691387e-46
"632",1.61349314342523e-33,3.24610719682044e-40,3.03953365039236e-41,3.89309822215805e-46
"633",4.35576387696008e-33,4.38677337476202e-40,3.5138628095661e-41,4.03423454132986e-45
"634",5.61485324350256e-33,3.64608381696258e-40,2.94544396568472e-41,3.69536481264674e-45
"635",4.3589691088571e-33,1.9672744221921e-33,2.87121328009185e-41,7.42224620255012e-45
"636",4.74894991679935e-33,2.60287502191108e-33,1.93981265375918e-41,9.02968583495611e-45
"637",5.76588700468669e-33,2.83636585629392e-33,2.3169097618579e-41,2.45421843826111e-45
"638",6.78080154726953e-33,1.83045709674351e-33,7.71640461222853e-42,1.82014019149589e-45
"639",5.41497305188587e-33,1.87536162985273e-33,1.25394625079701e-41,1.24053389689404e-45
"640",4.57570470779401e-33,2.14073837419662e-33,1.27380793747476e-41,1.09214482885936e-45
"641",4.68170005246099e-33,1.52327108021292e-33,1.6819821238377e-41,1.0561610236355e-45
"642",3.85419094120949e-33,1.05676690671593e-33,9.37118057796913e-42,8.9874225796726e-46
"643",4.31112777545983e-33,2.18395400880685e-33,1.6272343332736e-41,1.49889980505883e-45
"644",4.20634617023202e-33,2.43721083721002e-33,1.56422953679372e-41,1.3494038757809e-45
"645",6.64951377769698e-34,3.41942408018826e-29,2.79531826478521e-41,9.59406448707176e-46
"646",5.42400590943136e-34,3.95456193266368e-29,2.43883667357987e-41,8.61438944478813e-46
"647",3.77089453214487e-33,1.34657622656064e-28,5.34806887222396e-40,1.70807472441191e-45
"648",7.32763978228573e-33,2.5154862376997e-28,1.07231099847116e-39,1.99090113530867e-45
"649",7.09001136487606e-33,2.69813847348831e-28,1.97202856426189e-39,2.42171359679024e-45
"650",3.43769418066172e-33,2.94254067383823e-28,2.63824691262006e-39,4.02456986375906e-46
"651",4.30998957546168e-33,3.09645613511011e-28,2.89059249631828e-39,6.33993475271617e-46
"652",3.47140591713905e-33,3.83146297156785e-28,6.22353512716685e-39,5.69919223980967e-46
"653",1.24617693354393e-32,4.23514505393442e-28,6.40443210644736e-39,3.49555359396669e-46
"654",2.01311023114097e-32,7.96857091471914e-28,1.73337955103958e-38,1.16439002330075e-45
"655",3.89019357537642e-29,1.40689464945091e-26,2.03795718204415e-36,8.04874606487532e-44
"656",5.57041013265846e-29,1.39278454550292e-26,2.06203341289457e-36,4.59671455874621e-43
"657",1.79667363287237e-28,9.81415291309202e-26,2.72258735925571e-35,1.39459240155118e-42
"658",3.27385612634113e-28,1.47297451131662e-25,2.98268357995139e-35,2.08840990705822e-42
"659",4.48779214304158e-28,1.79892406846569e-25,3.28273366988115e-35,2.46283915258399e-42
"660",3.46354956095332e-28,2.01425219159476e-25,3.32488607848788e-35,1.3173661861507e-42
"661",1.28721416138062e-29,1.03374058213813e-25,1.6192921010843e-35,6.44152268822982e-43
"662",8.61531882697694e-30,2.44339706292049e-25,2.22770258790514e-35,1.47295758091125e-42
"663",3.31523354738503e-30,2.63635249420513e-25,5.48737854549266e-36,1.82573167461508e-43
"664",2.83469913913407e-30,2.54795036844741e-25,5.31378292561673e-36,2.60090463872484e-43
"665",3.96925778925933e-31,5.06325797510765e-26,3.34599289838248e-36,3.07775584641403e-44
"666",1.29573189702862e-30,1.23750572857457e-25,2.10706870819857e-35,1.56721480033806e-43
"667",9.16265415777122e-31,1.43648473377144e-25,1.19124758872498e-35,9.32105443725103e-44
"668",8.42696734197116e-31,1.79831783078028e-25,1.41657770836291e-35,4.42195958079854e-42
"669",6.68475510822572e-31,1.65609844271347e-25,1.04650139238559e-35,4.70578341564576e-42
"670",1.49973251827308e-30,2.98632997890792e-25,3.08222413069279e-35,1.03582276074615e-41
"671",5.25727140499206e-31,1.14720965275739e-24,2.43390395879043e-35,3.89981954080225e-42
"672",8.38493143202881e-31,1.40513215987148e-24,2.82659969681601e-35,9.89731476471229e-42
"673",3.11425671532295e-30,1.34985495598412e-24,3.58385704240657e-35,9.12725091157086e-41
"674",2.97260437473898e-30,1.09230797391414e-24,3.59633408822815e-35,2.16962153768554e-40
"675",2.90767948884559e-30,1.07768933831066e-24,1.20076892334474e-35,4.37788828147986e-40
"676",3.74345805248354e-30,1.04356420980741e-24,1.1141970275479e-35,4.90575813395007e-40
"677",4.80752594163889e-30,1.17308031290833e-24,1.26871268964592e-35,4.8018689522027e-40
"678",4.52932000400452e-30,1.31860138886105e-24,1.26585631612911e-35,1.32806974577609e-39
"679",3.84470632244214e-30,1.37591945967593e-24,1.92250945018935e-35,1.07405262762656e-39
"680",5.13320757972567e-30,1.41162976379913e-24,2.33612195366731e-35,3.84326202231002e-39
"681",3.24711307539009e-30,1.66363414841597e-24,1.29200972154901e-35,1.53159995148292e-38
"682",2.36070842942851e-30,1.74818649167071e-24,1.58532840527648e-35,1.34839118950728e-38
"683",1.73880575350064e-30,2.0174481098592e-24,1.04094764817903e-35,1.53818060518054e-38
"684",1.55759212268203e-30,1.46602373266681e-24,5.12768155530046e-36,7.86006183028104e-39
"685",1.47883326714558e-30,1.80437257744218e-24,4.27119830027325e-36,1.12768674755727e-38
"686",1.58844006040365e-30,1.67114391513897e-24,4.8751036240392e-36,1.04534338352378e-38
"687",1.18166491881715e-30,2.50670720845021e-24,1.73171666327899e-35,6.70613061004662e-39
"688",9.85502168730548e-31,2.2939474458719e-24,7.18131623386781e-35,7.61347064286748e-39
"689",9.71556127573933e-31,2.17507317777972e-24,6.24805232568464e-35,7.28387555739939e-39
"690",1.18360603074776e-30,1.87508900850809e-24,6.17641288228017e-35,7.00447747300192e-39
"691",1.23937324072349e-30,2.50790896192968e-24,4.67907092684779e-35,5.55793649405488e-39
"692",3.6218801565503e-29,1.74782769091436e-23,4.78590756964854e-34,1.82254645195319e-38
"693",1.06505754596281e-28,3.13531451632499e-23,5.0183678678306e-34,2.66960143029263e-38
"694",9.02070852484235e-29,2.66156648098447e-23,5.62114510110961e-34,2.37721818039389e-38
"695",3.41455050924192e-28,1.58709230125208e-22,2.12668778788454e-33,8.24005450553732e-38
"696",5.73777727263228e-28,1.26911352013345e-22,1.49616647386222e-33,8.86276345672881e-38
"697",8.98338385829666e-28,1.88446686125179e-22,2.73116935169628e-33,2.19777760572434e-37
"698",1.05572964599079e-27,1.4195214498909e-22,1.87218585129974e-33,1.75930047663987e-38
"699",1.25944445940867e-27,1.00237003751815e-22,1.13926637596818e-33,1.89613790956168e-38
"700",1.90937140563084e-27,9.09520618661219e-23,2.19006269558533e-33,2.31020417763884e-38
"701",6.01873762562088e-28,1.19148459891815e-22,3.4518498489641e-34,1.48458168000488e-39
"702",4.73211503274037e-28,1.17590124522026e-22,2.00255149461227e-34,1.17895456230636e-39
"703",2.50549035798646e-28,8.17338715732573e-23,9.53908431686464e-35,6.64105019997091e-40
"704",1.60950892427927e-28,1.02308606419002e-22,2.36931136313002e-34,1.90226667910067e-39
"705",3.62881491616051e-29,7.65986404252252e-23,1.27518149469987e-34,9.04796711625865e-40
"706",2.13299887235118e-29,2.90529208003765e-23,5.68565073462507e-35,2.95054496799805e-40
"707",2.84676027386037e-29,1.41808388850849e-23,1.3967807803502e-34,1.07739752241495e-39
"708",1.77031153570789e-29,7.89755787040552e-24,5.34255816183502e-35,7.45302300511676e-40
"709",1.08711712871731e-28,5.97769279493595e-23,2.61550717195981e-33,9.63502667297898e-38
"710",1.18737393333135e-27,2.66640176480003e-22,8.34064891627153e-33,8.22344949658863e-37
"711",1.17651820501352e-27,3.9936935384364e-22,3.31942855080647e-32,1.26791414971855e-36
"712",1.63837421574714e-27,3.37397417216058e-22,3.37095056204876e-32,1.30300601212051e-36
"713",2.01449499374134e-27,2.89502428039501e-22,6.51042249710991e-32,2.26580999965377e-36
"714",4.91562349251581e-27,5.70696582670803e-22,7.30912578250988e-32,2.01064714323315e-35
"715",4.23683269755174e-27,4.87439567471881e-22,6.63931562437254e-32,1.66795912345593e-35
"716",1.00821056052811e-26,5.0864650989721e-22,5.06081384118462e-32,1.70388216678302e-35
"717",3.38897618783312e-27,6.20023001961124e-22,3.99984953553853e-32,1.9472418161621e-35
"718",4.9407243021848e-27,4.5076593442646e-22,1.03193407593588e-32,9.32652661389158e-36
"719",4.44851708799786e-27,4.27021409342853e-22,9.27763433849438e-33,7.30279792440412e-36
"720",1.79269674631485e-26,3.14382949662064e-22,7.29950799744563e-33,2.06726900627865e-35
"721",1.80912638020733e-26,3.31813865947833e-22,5.369567443909e-33,2.21501603719937e-35
"722",1.25355072224878e-26,3.43701421446321e-22,3.79489098522704e-33,2.20059186085502e-35
"723",1.23768941433874e-26,9.83129834523425e-23,2.14021004946706e-33,9.46044624678545e-36
"724",2.37092859222727e-26,1.17878141047799e-22,3.17709223894365e-32,1.39495033250918e-34
"725",2.33143465952293e-26,1.21830256355714e-22,3.11106386599503e-32,1.71008630171142e-34
