;V1;V2;;;;
1;-96,25994196;96,66281864;;;;
2;-96,35070829;95,23201064;;;Risk;Profit
3;-98,18966346;97,12473832;;Mean;-130,8243277;130,255281
4;-96,47326427;96,92104719;;Varians;2334,276712;2305,804266
5;-91,54413515;89,93658502;;;;
6;-88,32948526;88,30594763;;;;
7;-83,87683199;83,82513367;;;;
8;-78,87298402;78,64386028;;;;
9;-72,99069962;51,02247139;;;;
10;-66,52112901;67,3770716;;;;
11;-71,3099734;71,00910661;;;;
12;-71,8648278;72,81009998;;;;
13;-76,20840564;75,39436761;;;;
14;-94,92704036;86,85011569;;;;
15;-97,58332848;97,57281845;;;;
16;-102,9303173;102,9382449;;;;
17;-109,6317747;104,6120469;;;;
18;-105,0069566;104,9824238;;;;
19;-98,14462768;98,19964977;;;;
20;-91,6661568;93,40393323;;;;
21;-90,0301516;89,95278049;;;;
22;-86,74287738;86,78075687;;;;
23;-84,53712296;83,981402;;;;
24;-86,53412703;86,90688582;;;;
25;-87,22818927;86,74698063;;;;
26;-83,06257947;86,26695258;;;;
27;-90,87391195;88,80111589;;;;
28;-91,89844138;94,04374568;;;;
29;-90,68463031;93,13334235;;;;
30;-85,28106178;88,47585313;;;;
31;-87,26738099;87,61303858;;;;
32;-84,00714132;86,65040434;;;;
33;-87,85821091;87,55764616;;;;
34;-82,39842122;88,58410086;;;;
35;-89,93295036;85,05745856;;;;
36;-82,11482933;82,15085648;;;;
37;-79,65743184;79,54671102;;;;
38;-77,30799564;77,32479447;;;;
39;-77,41783223;77,68237904;;;;
40;-78,61105918;75,44119726;;;;
41;-76,36486669;76,22702723;;;;
42;-74,12492683;78,50203015;;;;
43;-81,22648852;76,75457949;;;;
44;-85,13973928;77,67806171;;;;
45;-83,98780993;92,23732104;;;;
46;-73,09446866;101,306573;;;;
47;-89,47882955;91,55104524;;;;
48;-89,97555793;89,95883214;;;;
49;-85,20362092;85,20789002;;;;
50;-74,95631722;78,22570329;;;;
51;-86,96417806;88,34053514;;;;
52;-76,05840123;87,19790677;;;;
53;-83,97661045;86,55146037;;;;
54;-72,53458472;70,50304907;;;;
55;-82,85197559;82,98847166;;;;
56;-81,37657297;81,35145765;;;;
57;-81,66809425;80,68995311;;;;
58;-87,02993375;86,98368154;;;;
59;-85,97149469;69,69316484;;;;
60;-69,9597689;71,32222061;;;;
61;-71,04684541;71,01008811;;;;
62;-65,29863134;68,40528363;;;;
63;-64,95625582;65,63632275;;;;
64;-72,70884801;71,00429706;;;;
65;-71,7791826;73,95173037;;;;
66;-73,5501048;73,58236657;;;;
67;-82,76092726;82,73169251;;;;
68;-71,03658955;77,76971621;;;;
69;-72,60178439;73,04292077;;;;
70;-74,35826863;78,111515;;;;
71;-74,22285367;74,35878655;;;;
72;-71,26805617;61,92106296;;;;
73;-70,17989844;70,18117795;;;;
74;-84,8687046;80,90534266;;;;
75;-64,98002452;75,9857471;;;;
76;-66,15120809;66,1867639;;;;
77;-91,2187498;91,23043186;;;;
78;-88,48598376;88,53589428;;;;
79;-64,913035;64,92157765;;;;
80;-101,6010102;101,6061567;;;;
81;-92,48010556;100,3484624;;;;
82;-62,60653788;62,61451065;;;;
83;-87,60112129;87,63976035;;;;
84;-124,0852841;114,6296602;;;;
85;-100,3159131;100,3056071;;;;
86;-85,78304772;118,0673929;;;;
87;-111,3766949;111,2210014;;;;
88;-93,91819682;93,92146202;;;;
89;-74,00549315;78,9481708;;;;
90;-102,8776278;107,1540972;;;;
91;-101,6566749;102,4703997;;;;
92;-113,7538263;113,5638926;;;;
93;-133,5637726;133,7022612;;;;
94;-136,3216054;139,0389244;;;;
95;-110,7870192;110,8393595;;;;
96;-128,6193742;128,6353201;;;;
97;-118,8335935;119,1892207;;;;
98;-99,20795272;99,22486787;;;;
99;-120,2276502;119,332899;;;;
100;-121,5738947;121,611372;;;;
101;-93,59252062;93,6053056;;;;
102;-116,1679185;116,1465326;;;;
103;-114,2173023;114,3622029;;;;
104;-91,09376846;91,11549567;;;;
105;-108,5239283;108,5187352;;;;
106;-106,4258158;106,3835818;;;;
107;-89,05865872;89,13508611;;;;
108;-103,7137811;103,7907665;;;;
109;-103,2541613;103,2273462;;;;
110;-84,0000819;83,17719707;;;;
111;-96,61716904;96,62012804;;;;
112;-93,51080809;94,56755288;;;;
113;-78,82381167;77,68932911;;;;
114;-78,79707725;78,92929357;;;;
115;-77,11351969;77,1105191;;;;
116;-79,15754961;79,18819194;;;;
117;-76,79447752;76,7377573;;;;
118;-78,44610991;76,16406313;;;;
119;-74,61403511;74,48626541;;;;
120;-71,05300666;65,9384635;;;;
121;-72,29538377;70,79111871;;;;
122;-76,5409082;75,91688465;;;;
123;-72,17268344;72,32569819;;;;
124;-72,44749815;71,44203241;;;;
125;-75,46057208;75,46267011;;;;
126;-70,82888345;71,53634562;;;;
127;-68,3192747;67,9427693;;;;
128;-66,32076816;66,3187289;;;;
129;-69,04738138;70,61774235;;;;
130;-65,04110267;68,49456168;;;;
131;-65,89340657;65,69729853;;;;
132;-63,23755394;63,38742003;;;;
133;-75,33065694;75,28624651;;;;
134;-133,7825816;132,6112126;;;;
135;-132,2460501;133,832608;;;;
136;-142,2231361;141,6034937;;;;
137;-131,7453162;131,8210516;;;;
138;-125,0157663;126,0419103;;;;
139;-119,3354986;128,8603866;;;;
140;-112,6361176;113,1828133;;;;
141;-109,5816215;109,6186373;;;;
142;-109,682551;109,7043367;;;;
143;-100,3600773;100,7489823;;;;
144;-100,3504857;100,640878;;;;
145;-108,6309954;107,9977893;;;;
146;-93,11280262;92,80773344;;;;
147;-89,76185886;89,13369842;;;;
148;-97,04167475;97,14534201;;;;
149;-91,90818066;88,33053351;;;;
150;-111,7169591;111,6841492;;;;
151;-96,54201215;97,21773074;;;;
152;-84,95326193;83,72103483;;;;
153;-109,130729;108,592188;;;;
154;-90,29522118;89,99608225;;;;
155;-90,00313777;86,9509359;;;;
156;-98,81328088;99,77254018;;;;
157;-88,44691575;88,95335424;;;;
158;-86,564613;86,27361078;;;;
159;-104,7139029;104,7165406;;;;
160;-83,82198005;84,45223267;;;;
161;-86,03145246;86,08337086;;;;
162;-97,81029299;99,17283085;;;;
163;-82,984104;82,92894456;;;;
164;-105,8644614;103,6307181;;;;
165;-97,86152033;95,65807068;;;;
166;-81,4830039;79,35561299;;;;
167;-96,74708423;95,08367916;;;;
168;-93,78413555;93,89161188;;;;
169;-77,84592651;82,12722118;;;;
170;-97,04467343;98,1923525;;;;
171;-96,36738627;98,17284415;;;;
172;-102,3405479;96,65784647;;;;
173;-95,77211597;96,11704814;;;;
174;-91,35448997;92,33926438;;;;
175;-98,33633911;100,218439;;;;
176;-119,037917;118,411291;;;;
177;-115,2227056;114,6539471;;;;
178;-117,7885193;127,2503287;;;;
179;-118,892759;118,9988006;;;;
180;-112,0519198;99,62874;;;;
181;-114,4976159;114,3953427;;;;
182;-115,0789913;115,1377209;;;;
